wavelength,flux
5139.460261388102,4216.5917676932295
5139.4722931080605,3801.7433404902113
5139.481254664994,3509.53781394806
5139.493286384951,3139.2895149922406
5139.502247941885,2879.6346993629486
5139.514279661843,2552.190958986146
5139.523241218776,2323.7494645666447
5139.532285753089,2106.288924683213
5139.5442344956655,1838.7491502392113
5139.553279029977,1650.8623156153844
5139.565227772553,1421.50079706619
5139.574272306862,1261.8378946701487
5139.58622104944,1068.871445656332
5139.59526558375,936.082702429967
5139.607297303704,776.6952145529795
5139.616258860635,670.4637796525831
5139.625220417567,574.6197372645283
5139.637252137519,461.84816694762276
5139.646213694449,389.3834077215556
5139.658245414402,307.10290497192227
5139.667206971331,256.6800391371104
5139.679238691284,203.09503438310526
5139.6882002482125,173.37667217862176
5139.697244782519,151.93081854201597
5139.709193525093,136.34034750511734
5139.718238059399,133.86207764727703
5139.73018680197,142.43810577413362
5139.739231336277,157.57768126585097
5139.751180078847,188.7161947424178
5139.760224613156,220.35450868888634
5139.772173355724,269.92856536189595
5139.781217890029,311.08990066894455
5139.790179446957,351.4177014941227
5139.802211166904,400.87479616172124
5139.81117272383,430.3062341844115
5139.823204443777,457.7380296793791
5139.832166000702,468.63363808317354
5139.8441977206485,473.52174434884347
5139.8531592775735,473.20983474198505
5139.862203811878,473.0645175756799
5139.874152554446,478.15752922280666
5139.883197088747,488.54421064706514
5139.895145831313,511.4093374335098
5139.904190365616,534.3515882366017
5139.916139108182,567.7954115154997
5139.925183642483,592.9113147822142
5139.9371323850455,622.2784171790624
5139.9461769193485,640.9104431018671
5139.955138476272,656.027028057911
5139.967170196214,672.2961987183146
5139.976131753137,681.9236107743651
5139.988163473076,692.6525427706226
5139.99712503,699.2341718485405
5140.009156749939,706.6557398608103
5140.018118306861,711.153620382942
5140.027162841161,714.9813385614257
5140.039111583721,718.9917150194901
5140.048156118021,721.4032673680728
5140.0601048605795,723.8851080819709
5140.06914939488,725.3697316834148
5140.081098137439,726.9192235358823
5140.090142671737,727.8647650266571
5140.102091414296,728.8342625539706
5140.111135948594,729.3560634401838
5140.120097505512,729.6633143017327
5140.132129225448,729.756899989313
5140.1410907823665,729.6496467769964
5140.153122502302,729.4954523181525
5140.16208405922,729.6050975086873
5140.174115779156,730.4308567010629
5140.183077336073,731.7455200044758
5140.195109056007,734.6057303135915
5140.204070612925,737.4572156102
5140.2131151472195,740.8417096571567
5140.225063889773,745.6545707924112
5140.234108424068,749.3047086739768
5140.246057166623,753.6935268616272
5140.255101700916,756.5462926273594
5140.267050443469,759.4880144772216
5140.276094977763,761.0658063081075
5140.285056534677,762.0169290732716
5140.297088254609,762.2698677449896
5140.306049811523,761.5876682376501
5140.318081531454,759.342879414033
5140.327043088367,756.680326859068
5140.339074808296,751.9267522125399
5140.34803636521,747.931472096401
5140.36006808514,742.7199890470785
5140.369029642052,739.7039640114357
5140.378074176342,737.9055090939656
5140.390022918889,738.0307623095285
5140.3990674531815,740.0884380758789
5140.41101619573,744.9461082294001
5140.420060730021,749.7264843730973
5140.432009472569,756.4803967649533
5140.4410540068575,761.4187712769775
5140.450015563768,765.7656563113175
5140.462047283694,770.6000769967017
5140.471008840603,773.3925214262655
5140.483040560529,776.263497972985
5140.492002117438,777.8439512434952
5140.504033837362,779.4599003203723
5140.5129953942715,780.3763551190518
5140.525027114195,781.3634382647692
5140.533988671104,781.9379625783366
5140.54303320539,782.374039598725
