wavelength,flux
5139.460261388102,511.1243503675878
5139.4722931080605,408.0357073997111
5139.481254664994,342.5756013713551
5139.493286384951,269.420915118288
5139.502247941885,225.58768397978838
5139.514279661843,180.57120508976837
5139.523241218776,157.02732520944744
5139.532285753089,141.63339544094134
5139.5442344956655,133.7612520855064
5139.553279029977,136.91571664524082
5139.565227772553,152.65619162243922
5139.574272306862,173.04297318338018
5139.58622104944,211.0027268918654
5139.59526558375,246.55765722580853
5139.607297303704,300.00156327476657
5139.616258860635,340.6810796589391
5139.625220417567,379.4008408813934
5139.637252137519,423.08153973126394
5139.646213694449,447.04802842355076
5139.658245414402,466.42092165871543
5139.667206971331,472.3778098423685
5139.679238691284,473.41254799275697
5139.6882002482125,472.90766034858274
5139.697244782519,474.7991532816909
5139.709193525093,485.0596774683887
5139.718238059399,499.8474363686868
5139.73018680197,527.6853041406777
5139.739231336277,552.4757439067945
5139.751180078847,586.1524915320276
5139.760224613156,609.6258035334541
5139.772173355724,636.1135402560552
5139.781217890029,652.2385812069376
5139.790179446957,665.4067563067244
5139.802211166904,679.4907555045331
5139.81117272383,688.0503228483213
5139.823204443777,697.5583528298049
5139.832166000702,703.4738066187894
5139.8441977206485,710.0174154505286
5139.8531592775735,713.9949269556832
5139.862203811878,717.3138245115628
5139.874152554446,720.7878119207782
5139.883197088747,722.8491578788002
5139.895145831313,724.9903202756678
5139.904190365616,726.267987181046
5139.916139108182,727.6224031120622
5139.925183642483,728.4349424556373
5139.9371323850455,729.2325076734141
5139.9461769193485,729.6017799641731
5139.955138476272,729.7557240017053
5139.967170196214,729.6870236472172
5139.976131753137,729.5458840445107
5139.988163473076,729.5425982041587
5139.99712503,729.9383255193953
5140.009156749939,731.3241193520735
5140.018118306861,733.1560307047073
5140.027162841161,735.6714837027471
5140.039111583721,739.8756002148497
5140.048156118021,743.4571849323295
5140.0601048605795,748.3189017012428
5140.06914939488,751.7886614103269
5140.081098137439,755.811864563372
5140.090142671737,758.2795740166702
5140.102091414296,760.6916919544566
5140.111135948594,761.8231391169315
5140.120097505512,762.3091560166483
5140.132129225448,761.8512056106697
5140.1410907823665,760.5535610043681
5140.153122502302,757.4779427315183
5140.16208405922,754.2174821803209
5140.174115779156,749.0186135369221
5140.183077336073,744.99234761
5140.195109056007,740.4083431777823
5140.204070612925,738.2497093579219
5140.2131151472195,737.6033989213654
5140.225063889773,739.3673727733591
5140.234108424068,742.4972681760865
5140.246057166623,748.3600427635034
5140.255101700916,753.4246140194874
5140.267050443469,760.1084190347296
5140.276094977763,764.6625785808495
5140.285056534677,768.5552217281046
5140.297088254609,772.7060419876559
5140.306049811523,775.075262975396
5140.318081531454,777.4584907425063
5140.327043088367,778.7883577815705
5140.339074808296,780.1492138827573
5140.34803636521,780.9464335530013
5140.36006808514,781.7971593348668
5140.369029642052,782.2719417948135
5140.378074176342,782.565498261673
5140.390022918889,782.5373229821565
5140.3990674531815,782.1081177177838
5140.41101619573,780.9449351625367
5140.420060730021,779.7062004443095
5140.432009472569,777.9157505594185
5140.4410540068575,776.78080201565
5140.450015563768,776.1357406360797
5140.462047283694,776.3534922451923
5140.471008840603,777.4399916433138
5140.483040560529,779.9712060966565
5140.492002117438,782.44966681709
5140.504033837362,786.0810205795286
5140.5129953942715,788.7537778523854
5140.525027114195,791.962628426998
5140.533988671104,793.9753110665011
5140.54303320539,795.6363679541164
5140.554981947934,797.3014493305327
5140.564026482221,798.2054702601912
5140.575975224762,799.0127031296901
5140.585019759051,799.3803214028903
5140.596968501592,799.608085534019
