wavelength,flux
5139.460261388102,680.5405695929531
5139.4722931080605,691.5373320555614
5139.481254664994,698.2819173628313
5139.493286384951,705.8874264472392
5139.502247941885,710.5096660251044
5139.514279661843,715.5883898512445
5139.523241218776,718.5813297651359
5139.532285753089,721.0682567850346
5139.5442344956655,723.632538713676
5139.553279029977,725.163314469191
5139.565227772553,726.7599376804712
5139.574272306862,727.7330623814626
5139.58622104944,728.738653519309
5139.59526558375,729.2901434609234
5139.607297303704,729.6975597723545
5139.616258860635,729.7625770803924
5139.625220417567,729.6713491353779
5139.637252137519,729.5024895264456
5139.646213694449,729.5661102906962
5139.658245414402,730.2880171572097
5139.667206971331,731.5002954942258
5139.679238691284,734.2236266519074
5139.6882002482125,736.9869461715017
5139.697244782519,740.3112971843079
5139.709193525093,745.0986954601269
5139.718238059399,748.7691668291303
5139.73018680197,753.2266405296309
5139.739231336277,756.1510605707826
5139.751180078847,759.2024173664905
5139.760224613156,760.8679518049768
5139.772173355724,762.1227317582918
5139.781217890029,762.3046865191689
5139.790179446957,761.7434434045638
5139.802211166904,759.6705874232605
5139.81117272383,757.135910147328
5139.823204443777,752.5056872986977
5139.832166000702,748.5420047479826
5139.8441977206485,743.254741339596
5139.8531592775735,740.0882852472048
5139.862203811878,738.0765156125331
5139.874152554446,737.8663335572439
5139.883197088747,739.6848230615274
5139.895145831313,744.3014965624527
5139.904190365616,748.985616958962
5139.916139108182,755.7235336757592
5139.925183642483,760.7178191070925
5139.9371323850455,766.4992625255533
5139.9461769193485,770.1257817410689
5139.955138476272,773.0152763643924
5139.967170196214,775.9911507903812
5139.976131753137,777.6325146805281
5139.988163473076,779.3053802271286
5139.99712503,780.2515574354215
5140.009156749939,781.26680244877
5140.018118306861,781.8609937021502
5140.027162841161,782.3211696163582
5140.039111583721,782.6163646957871
5140.048156118021,782.5038213666413
5140.0601048605795,781.7885787541435
5140.06914939488,780.800387444316
5140.081098137439,779.0979446710678
5140.090142671737,777.7521788485981
5140.102091414296,776.4156605243456
5140.111135948594,776.0563332963553
5140.120097505512,776.4417393620055
5140.132129225448,778.1885068535706
5140.1410907823665,780.2465022068953
5140.153122502302,783.689482565196
5140.16208405922,786.4069787575902
5140.174115779156,789.9260506962331
5140.183077336073,792.2216398425993
5140.195109056007,794.7850571534435
5140.204070612925,796.2651823194138
5140.2131151472195,797.4343314610012
5140.225063889773,798.5243452866569
5140.234108424068,799.071130662422
5140.246057166623,799.4870208748239
5140.255101700916,799.6174987523214
5140.267050443469,799.6248939075595
5140.276094977763,799.5936385993526
5140.285056534677,799.6368731338781
5140.297088254609,800.01248831463
5140.306049811523,800.6511671459157
5140.318081531454,802.0995858169698
5140.327043088367,803.556884104531
5140.339074808296,805.8551556600518
5140.34803636521,807.5998385051578
5140.36006808514,809.7558737564358
5140.369029642052,811.0759674289937
5140.378074176342,812.1350691195174
5140.390022918889,813.1225151675876
5140.3990674531815,813.6371728562926
5140.41101619573,814.1316206486326
5140.420060730021,814.4588667621842
5140.432009472569,814.9216035868033
5140.4410540068575,815.3377864997631
5140.450015563768,815.8063551517736
5140.462047283694,816.5106111153311
5140.471008840603,817.0464053390313
5140.483040560529,817.7247283343252
5140.492002117438,818.1359140120478
5140.504033837362,818.4791310900117
5140.5129953942715,818.5191074412396
5140.525027114195,818.2487454836861
5140.533988671104,817.8570738008475
5140.54303320539,817.4035489255695
5140.554981947934,816.99267799462
5140.564026482221,817.0360265778214
5140.575975224762,817.7665394739412
5140.585019759051,818.8450171003767
5140.596968501592,820.7354514627922
5140.606013035877,822.2796371389537
5140.614974592783,823.6336942377924
5140.627006312703,824.856792651533
5140.635967869609,825.1351523144729
5140.647999589529,824.5868236567638
5140.656961146435,823.5975487570056
5140.668992866353,821.8169547466634
5140.6779544232595,820.5154378405341
5140.689986143177,819.2964849888963
5140.698947700082,819.0614391158941
5140.707992234362,819.5045735815139
5140.719940976901,821.0373799390477
5140.728985511184,822.73571459904
5140.74093425372,825.3065151347455
5140.749978788003,827.316971297608
5140.76192753054,829.8295814637644
5140.770972064822,831.580199741237
5140.782920807357,833.5940105802063
5140.791965341638,834.8612428665269
5140.80092689854,835.8134629313167
5140.812958618455,836.5361107027693
5140.821920175355,836.585454544796
5140.833951895269,835.9035668341008
5140.842913452169,834.76327712161
5140.854945172081,832.1091967232333
5140.863906728982,829.0847446889297
5140.872951263261,824.8275183879323
5140.884900005794,817.2200593413593
5140.893944540072,809.9856743289798
5140.905893282604,799.3667156037689
5140.914937816881,791.3595715300586
5140.926886559413,782.6332764241548
5140.93593109369,778.4222612721614
5140.947879836222,777.0320208351683
5140.956924370498,779.1231814129178
5140.965885927395,783.3329777909371
5140.977917647304,790.9851613592822
5140.9868792042025,796.8381901648937
5140.9989109241105,803.4720575594221
5141.0078724810055,806.8403293276316
5141.0199042009135,809.3634297555913
