wavelength,flux
5139.460261388102,723.9554793456517
5139.4722931080605,725.8496488321761
5139.481254664994,726.9640412050574
5139.493286384951,728.1709738876239
5139.502247941885,728.8610819795775
5139.514279661843,729.4972847617383
5139.523241218776,729.724228173147
5139.532285753089,729.7545488639086
5139.5442344956655,729.5938893630829
5139.553279029977,729.4942651640043
5139.565227772553,729.7455983835919
5139.574272306862,730.475833386869
5139.58622104944,732.42893495981
5139.59526558375,734.7223477395729
5139.607297303704,738.7125915445281
5139.616258860635,742.1858593497445
5139.625220417567,745.8222403412854
5139.637252137519,750.6138028976068
5139.646213694449,753.83358084279
5139.658245414402,757.4817348790356
5139.667206971331,759.5729778775053
5139.679238691284,761.5004704047107
5139.6882002482125,762.2129922318834
5139.697244782519,762.2556691295977
5139.709193525093,761.1078118286557
5139.718238059399,759.2368940052664
5139.73018680197,755.4471174059125
5139.739231336277,751.7434225397207
5139.751180078847,746.3880683817439
5139.760224613156,742.5547982882367
5139.772173355724,738.8548217202181
5139.781217890029,737.6370264678125
5139.790179446957,738.091410015299
5139.802211166904,741.2569127818722
5139.81117272383,745.1581058023198
5139.823204443777,751.6432620484759
5139.832166000702,756.7250255074413
5139.8441977206485,763.1510148026604
5139.8531592775735,767.2634973535364
5139.862203811878,770.7518272430677
5139.874152554446,774.3062061112983
5139.883197088747,776.3509394768352
5139.895145831313,778.3568056169036
5139.904190365616,779.5100146643782
5139.916139108182,780.6837051742447
5139.925183642483,781.3950948404151
5139.9371323850455,782.1230721587314
5139.9461769193485,782.4896242497097
5139.955138476272,782.620173051019
5139.967170196214,782.3002866528683
5139.976131753137,781.6233555935767
5139.988163473076,780.1584553549468
5139.99712503,778.8280400969884
5140.009156749939,777.1303106978119
5140.018118306861,776.2924614642784
5140.027162841161,776.0704793171108
5140.039111583721,776.97367338472
5140.048156118021,778.5510856879225
5140.0601048605795,781.5447705211759
5140.06914939488,784.2270250073773
5140.081098137439,787.8377048935411
5140.090142671737,790.407666486824
5140.102091414296,793.3127515631705
5140.111135948594,795.1066029398013
5140.120097505512,796.5194612897621
5140.132129225448,797.9262852487268
5140.1410907823665,798.6489026823381
5140.153122502302,799.2752732466546
5140.16208405922,799.5236693287521
5140.174115779156,799.6367456552096
5140.183077336073,799.6179062039931
5140.195109056007,799.6000192951681
5140.204070612925,799.7309060540787
5140.2131151472195,800.1113720679825
5140.225063889773,801.1460641400781
5140.234108424068,802.3658571813507
5140.246057166623,804.4375804236864
5140.255101700916,806.2054169116241
5140.267050443469,808.4943894505934
5140.276094977763,810.0392861938055
5140.285056534677,811.3063135176061
5140.297088254609,812.5802961437325
5140.306049811523,813.2369021704259
5140.318081531454,813.8520855827319
5140.327043088367,814.1966906202995
5140.339074808296,814.6351645546246
5140.34803636521,814.9984475582115
