wavelength,flux
5139.460261388102,404.66534269545906
5139.4722931080605,441.31904996132096
5139.481254664994,459.40614402348774
5139.493286384951,471.33356446622975
5139.502247941885,473.58390486619516
5139.514279661843,472.9330319570164
5139.523241218776,473.8681878793079
5139.532285753089,479.1205790960894
5139.5442344956655,495.1478420876811
5139.553279029977,514.0641805924264
5139.565227772553,545.437304288421
5139.574272306862,571.0067142051802
5139.58622104944,603.3927824012943
5139.59526558375,624.7956648906984
5139.607297303704,648.2339988274726
5139.616258860635,662.0809662022833
5139.625220417567,673.521099088679
5139.637252137519,685.8613740144219
5139.646213694449,693.4820194717315
5139.658245414402,701.9580830500926
5139.667206971331,707.2277401318582
5139.679238691284,712.9854784666663
5139.6882002482125,716.4639966315684
5139.697244782519,719.322728190325
5139.709193525093,722.3231573832882
5139.718238059399,724.0891635820628
5139.73018680197,725.9400898545821
5139.739231336277,727.0486326409128
5139.751180078847,728.2282758917306
5139.760224613156,728.9109350980746
5139.772173355724,729.521440174419
5139.781217890029,729.7338202988846
5139.790179446957,729.7499816141933
5139.802211166904,729.5819074281463
5139.81117272383,729.4932671103378
5139.823204443777,729.7854095291646
5139.832166000702,730.5523078791709
5139.8441977206485,732.5924697408707
5139.8531592775735,734.9147125627984
5139.862203811878,737.8645758184483
5139.874152554446,742.4499535912644
5139.883197088747,746.1260458578413
5139.895145831313,750.8623313558766
5139.904190365616,754.0833778872607
5139.916139108182,757.6535765368528
5139.925183642483,759.721819413695
5139.9371323850455,761.574024803667
5139.9461769193485,762.2430560077755
5139.955138476272,762.2300825704547
5139.967170196214,760.9874623393362
5139.976131753137,759.0681948187977
5139.988163473076,755.1664689005454
5139.99712503,751.4586890386518
5140.009156749939,746.0581413430331
5140.018118306861,742.3051651436193
5140.027162841161,739.3939352294716
5140.039111583721,737.6131211778095
5140.048156118021,738.2041962872504
5140.0601048605795,741.501095834939
5140.06914939488,745.5231133859867
5140.081098137439,752.0103929679483
5140.090142671737,757.1367677669153
5140.102091414296,763.4692800750531
5140.111135948594,767.5714428964627
5140.120097505512,770.9733379597105
5140.132129225448,774.4908439231685
5140.1410907823665,776.4773895489587
5140.153122502302,778.4602381218361
5140.16208405922,779.5821035411864
5140.174115779156,780.7462471635972
5140.183077336073,781.4403688277305
5140.195109056007,782.159433632704
5140.204070612925,782.5076260530608
5140.2131151472195,782.6182872698975
5140.225063889773,782.2646722278024
5140.234108424068,781.55148919358
5140.246057166623,780.0673735791146
5140.255101700916,778.7179140474087
5140.267050443469,777.0544846375283
5140.276094977763,776.2492420256134
5140.285056534677,776.0829469393691
5140.297088254609,777.0734807116928
5140.306049811523,778.68718769482
5140.318081531454,781.7505369590573
5140.327043088367,784.4202345332288
5140.339074808296,788.0509153223468
5140.34803636521,790.576834050261
5140.36006808514,793.4692379716184
5140.369029642052,795.2180093649524
5140.378074176342,796.6187440988409
5140.390022918889,797.9856891522985
5140.3990674531815,798.6967134619721
5140.41101619573,799.2983595783382
5140.420060730021,799.5368136605612
5140.432009472569,799.637314401484
5140.4410540068575,799.61494858409
5140.450015563768,799.5932472095482
5140.462047283694,799.7506415959401
5140.471008840603,800.1495214907773
5140.483040560529,801.2293679959217
5140.492002117438,802.4628574999938
5140.504033837362,804.573609121494
5140.5129953942715,806.3287274543809
5140.525027114195,808.6241558462074
5140.533988671104,810.1366120857222
5140.54303320539,811.3951737122138
5140.554981947934,812.6332998461407
5140.564026482221,813.2804906341262
5140.575975224762,813.8781128594899
5140.585019759051,814.2223478249599
5140.596968501592,814.6588531504498
5140.606013035877,815.0296628856738
5140.614974592783,815.4581756452117
5140.627006312703,816.1194695045476
5140.635967869609,816.6550061111903
5140.647999589529,817.3659988360803
5140.656961146435,817.8453266062295
5140.668992866353,818.3272043519946
5140.6779544232595,818.5099449855601
5140.689986143177,818.4395631233664
5140.698947700082,818.1561173099263
5140.707992234362,817.732345807695
5140.719940976901,817.1719264282959
5140.728985511184,816.9665186413221
5140.74093425372,817.265001641778
5140.749978788003,818.0208754814415
5140.76192753054,819.6512704665976
5140.770972064822,821.1616365113343
5140.782920807357,823.1277474735645
5140.791965341638,824.2930856866274
5140.80092689854,824.9894477429079
5140.812958618455,825.0105485888234
5140.821920175355,824.3643399442573
5140.833951895269,822.8218050718808
5140.842913452169,821.4522351482816
5140.854945172081,819.8584751445414
5140.863906728982,819.1694420572194
5140.872951263261,819.1152445983413
5140.884900005794,820.0747030145683
5140.893944540072,821.4666953436697
5140.905893282604,823.866104561315
5140.914937816881,825.858765022097
5140.926886559413,828.4744925321476
5140.93593109369,830.3240822987989
5140.947879836222,832.5306299368224
5140.956924370498,833.966572707969
5140.965885927395,835.1474864684259
5140.977917647304,836.2267897220023
5140.9868792042025,836.593010191061
5140.9989109241105,836.3872866224988
5141.0078724810055,835.6578274387384
5141.0199042009135,833.735827969899
5141.0288657578085,831.4025445504934
5141.037910292083,828.0485556968443
5141.0498590346115,821.6887422574644
5141.0589035688845,815.355195628648
5141.070852311412,805.2887265254874
5141.0798968456875,797.1308904843377
5141.091845588213,787.0734149757118
5141.100890122485,781.2429715147927
5141.112838865011,777.182922825308
5141.121883399284,777.3548827112036
5141.130844956178,780.0623387679499
5141.142876676079,786.6396687199854
5141.151838232971,792.578316972263
5141.163869952875,800.0915981038996
5141.172831509768,804.5113622068503
5141.1848632296715,808.2274845874834
5141.193824786562,809.6593387882468
5141.202869320831,810.5011327242506
5141.214818063353,811.8960428229552
5141.223862597622,813.9144439073649
5141.235811340145,818.434299893543
