wavelength,flux
5139.460261388102,498.4127036706511
5139.4722931080605,525.9617646078127
5139.481254664994,550.3895625377443
5139.493286384951,584.3436640210824
5139.502247941885,607.810858281688
5139.514279661843,634.8066786569507
5139.523241218776,651.0408292383257
5139.532285753089,664.5250423213885
5139.5442344956655,678.7264149235596
5139.553279029977,687.4688100035316
5139.565227772553,697.0338839282015
5139.574272306862,703.0716457556058
5139.58622104944,709.6608309473025
5139.59526558375,713.7281232779989
5139.607297303704,718.0633147167977
5139.616258860635,720.6208059197738
5139.625220417567,722.6983180425848
5139.637252137519,724.887682028279
5139.646213694449,726.1738998281595
5139.658245414402,727.5569668689377
5139.667206971331,728.3759712640406
5139.679238691284,729.1977209049218
5139.6882002482125,729.5800578246387
5139.697244782519,729.7512102136277
5139.709193525093,729.6974705918092
5139.718238059399,729.5549678421952
5139.73018680197,729.5291581772448
5139.739231336277,729.8938926188079
5139.751180078847,731.2070427427444
5139.760224613156,733.0011436169553
5139.772173355724,736.3946783142054
5139.781217890029,739.6292999682753
5139.790179446957,743.1638394197665
5139.802211166904,748.0613453779168
5139.81117272383,751.5228298223642
5139.823204443777,755.6159532587883
5139.832166000702,758.1026394148092
5139.8441977206485,760.5878386220973
5139.8531592775735,761.756079656407
5139.862203811878,762.2964989701999
5139.874152554446,761.9184176311878
5139.883197088747,760.6742354146373
5139.895145831313,757.7050764524058
5139.904190365616,754.4722071251042
5139.916139108182,749.3427928071982
5139.925183642483,745.2705317496734
5139.9371323850455,740.6349429137271
5139.9461769193485,738.3570827574069
5139.955138476272,737.5928593957555
5139.967170196214,739.2014565705697
5139.976131753137,742.2015991573348
5139.988163473076,748.0164564995723
5139.99712503,753.0182785306769
5140.009156749939,759.7681899375057
5140.018118306861,764.325490476699
5140.027162841161,768.3023279395976
5140.039111583721,772.493914235841
5140.048156118021,774.9261029861727
5140.0601048605795,777.3392842286704
5140.06914939488,778.7046576312971
5140.081098137439,780.0796241868509
5140.090142671737,780.8952147087898
5140.102091414296,781.7536706918517
5140.111135948594,782.2438563370627
5140.120097505512,782.5509696111245
5140.132129225448,782.5530381451532
5140.1410907823665,782.1556893529751
5140.153122502302,781.0211877274234
5140.16208405922,779.8099981170155
5140.174115779156,778.0056664459677
5140.183077336073,776.8549568568329
5140.195109056007,776.0716682741242
5140.204070612925,776.3019175467367
5140.2131151472195,777.3402578654167
5140.225063889773,779.7948798529508
5140.234108424068,782.2673562708992
5140.246057166623,785.8679402702547
5140.255101700916,788.573921024367
5140.267050443469,791.7915882240325
5140.276094977763,793.8475030267795
5140.285056534677,795.521039246915
5140.297088254609,797.2288232911419
5140.306049811523,798.1455430015665
5140.318081531454,798.9803765292072
5140.327043088367,799.3585980358762
5140.339074808296,799.6022944706519
5140.34803636521,799.6369116869386
5140.36006808514,799.5973296579351
5140.369029642052,799.6167442048546
5140.378074176342,799.807102599837
5140.390022918889,800.4949728356651
5140.3990674531815,801.4481209796454
5140.41101619573,803.2449484673019
5140.420060730021,804.9185830033973
5140.432009472569,807.257795299448
5140.4410540068575,808.9449390569953
5140.450015563768,810.4066252946737
5140.462047283694,811.9485300973777
5140.471008840603,812.7781319213733
5140.483040560529,813.5479341921011
5140.492002117438,813.9503464595048
5140.504033837362,814.3943523794474
5140.5129953942715,814.7277703787654
5140.525027114195,815.2508937969008
5140.533988671104,815.7086650530752
5140.54303320539,816.2249802422749
5140.554981947934,816.9404950813316
5140.564026482221,817.4672118566799
5140.575975224762,818.0629296579759
5140.585019759051,818.3777177338153
5140.596968501592,818.5278017143117
5140.606013035877,818.3972467303255
5140.614974592783,818.080456980814
5140.627006312703,817.4904027289809
5140.635967869609,817.1095489740813
5140.647999589529,816.9955850161298
5140.656961146435,817.3772699162321
5140.668992866353,818.6011768957436
5140.6779544232595,819.9381699664125
5140.689986143177,821.9808024967771
5140.698947700082,823.3874590731208
5140.707992234362,824.4737221492824
5140.719940976901,825.1274195438922
5140.728985511184,824.923327919689
5140.74093425372,823.8269142562746
5140.749978788003,822.5512892266324
5140.76192753054,820.758001494115
5140.770972064822,819.6773086645917
5140.782920807357,819.055199287634
5140.791965341638,819.3640125809101
5140.80092689854,820.3100691795594
