wavelength,flux
5139.460261388102,1800.9007068391184
5139.4722931080605,1556.9079584220635
5139.481254664994,1389.229612332154
5139.493286384951,1182.5041511166382
5139.502247941885,1041.9147801879335
5139.514279661843,870.660946682452
5139.523241218776,755.8230942627306
5139.532285753089,650.6540585795137
5139.5442344956655,527.821438402937
5139.553279029977,446.7136364656085
5139.565227772553,354.77669644018147
5139.574272306862,296.38028768141226
5139.58622104944,233.5557522035598
5139.59526558375,196.5208960482385
5139.607297303704,160.8312631804793
5139.616258860635,144.00234543241586
5139.625220417567,135.22915269816818
5139.637252137519,135.69151966611824
5139.646213694449,144.83541527050477
5139.658245414402,168.46991575242131
5139.667206971331,194.43697668658166
5139.679238691284,239.20685857957747
5139.6882002482125,277.8983354622811
5139.697244782519,319.20097966509593
5139.709193525093,372.00707456460646
5139.718238059399,407.2936076684572
5139.73018680197,442.91946974137335
5139.739231336277,460.5171884290821
5139.751180078847,471.6514125780911
5139.760224613156,473.6045506022743
5139.772173355724,472.91239426888797
5139.781217890029,474.1033539776783
5139.790179446957,479.7191160682906
5139.802211166904,496.47516582541334
5139.81117272383,515.6247437447928
5139.823204443777,547.4824365977597
5139.832166000702,572.845087935471
5139.8441977206485,605.232388611084
5139.8531592775735,626.2133690128537
5139.862203811878,644.1620235779761
5139.874152554446,662.9851148663216
5139.883197088747,674.3536733215823
5139.895145831313,686.4536979538723
5139.904190365616,694.0459637032975
5139.916139108182,702.3676277740342
5139.925183642483,707.6149645186034
5139.9371323850455,713.2585403013014
5139.9461769193485,716.7154579161904
5139.955138476272,719.5060600600326
5139.967170196214,722.4786845994525
5139.976131753137,724.2017894492153
5139.988163473076,726.0367639929034
5139.99712503,727.1199824812493
5140.009156749939,728.2893823883188
5140.018118306861,728.9525599189175
5140.027162841161,729.4343346866905
5140.039111583721,729.7409459904218
5140.048156118021,729.7441462999185
5140.0601048605795,729.5719312944748
5140.06914939488,729.4936354925047
5140.081098137439,729.8220901631379
5140.090142671737,730.6392831583604
5140.102091414296,732.7358574021825
5140.111135948594,735.1273575382096
5140.120097505512,738.0928231638363
5140.132129225448,742.7378260950063
5140.1410907823665,746.3851722780782
5140.153122502302,751.1304004224005
5140.16208405922,754.2942823255541
5140.174115779156,757.8370190312293
5140.183077336073,759.8458421268615
5140.195109056007,761.6501795201849
5140.204070612925,762.2650861577531
5140.2131151472195,762.1976227628659
5140.225063889773,760.8802698160981
5140.234108424068,758.8796722116874
5140.246057166623,754.9236818036974
5140.255101700916,751.1472499172469
5140.267050443469,745.778477002559
